loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,class
30000,30000,30000,60 months,18.99,778.06,D,D4,Senior Lead Mechanic,10+ years,MORTGAGE,85297,Source Verified,Fully Paid,630xx,MO,18.13,0,0,,,10,0,6911,31.4,22,f,0,0,31130.09012,31130.09,30000,1130.09,217.04,0,0,0,412417,1,2,2,8,54035,62,2,2,3808,50,22000,1,6,7,car
13525,13525,13525,60 months,24.11,389.96,F,F2,Security Receiver,10+ years,OWN,51200,Verified,Current,010xx,MA,16.32,0,0,,56,12,1,7525,33.6,42,w,10473.95,10473.95,8171.04,8171.04,3051.05,5119.99,389.96,0,0,0,19490,1,1,3,7,11965,76,2,8,3475,51,22400,0,3,1,debt_consolidation
14000,14000,14000,36 months,13.99,478.42,C,C3,Lead ironer,2 years,RENT,92000,Source Verified,Fully Paid,958xx,CA,11.54,0,0,,,16,0,6058,22.7,20,f,0,0,15800.07122,15800.07,14000,1800.07,10548.33,0,0,0,21808,5,2,3,5,15193,86,6,10,2354,49,28100,0,0,2,debt_consolidation
7200,7200,7200,36 months,17.27,257.67,D,D3,Site Maanger,10+ years,RENT,29000,Verified,Charged Off,480xx,MI,13.49,0,2,61,62,11,1,6586,36.8,35,f,0,0,1539.11,1539.11,958.2,580.91,257.67,0,0,306,16784,4,0,1,14,10198,83,9,10,139,56,17900,1,3,4,debt_consolidation
12125,12125,12125,36 months,18.99,444.4,D,D3,driver,10+ years,RENT,50000,Not Verified,Current,370xx,TN,13.59,0,0,,13,6,5,5213,31.2,13,w,8816.57,8816.57,5320.01,5320.01,3308.43,2011.58,444.4,0,0,0,15370,1,1,1,10,10157,84,2,3,3346,53,16700,0,0,2,debt_consolidation
5000,5000,5000,36 months,13.59,169.9,C,C2,,,MORTGAGE,50000,Not Verified,Current,364xx,AL,21.12,3,0,7,,10,0,15785,53.7,36,w,4420.65,4420.65,843.84,843.84,579.35,264.49,169.9,0,0,0,264117,1,0,0,134,0,,2,2,7917,54,29400,0,1,0,debt_consolidation
21000,21000,21000,60 months,17.99,533.15,D,D2,Sales support,10+ years,MORTGAGE,149000,Source Verified,Fully Paid,292xx,SC,10.62,0,0,24,,21,0,20444,44.3,32,w,0,0,21943.43641,21943.44,21000,943.44,20919.12,0,0,0,52225,2,1,2,8,31781,88,3,3,8292,64,46100,0,0,1,debt_consolidation
8000,8000,7750,36 months,7.89,250.29,A,A5,Order Delivery Mgr,10+ years,MORTGAGE,80000,Verified,Current,750xx,TX,12.75,1,0,5,,7,0,3056,76.4,27,f,4235.56,4103.2,4501.71,4361.03,3764.44,737.27,250.29,0,0,0,183072,1,1,4,3,23409,78,1,1,2071,78,4000,1,0,0,debt_consolidation
6025,6025,6025,36 months,11.39,198.37,B,B3,Manager,10+ years,RENT,96000,Source Verified,Current,024xx,MA,19.86,0,0,,,11,0,26988,86.8,14,f,4857.29,4857.29,1607.94,1607.94,1167.71,440.23,198.37,0,0,0,38727,0,0,1,23,11739,48,1,1,10159,69,31100,0,0,0,debt_consolidation
4800,4800,4800,36 months,8.39,151.28,B,B1,,,OWN,50000,Not Verified,Late (31-120 days),913xx,CA,2.21,2,0,10,,4,0,1044,49.7,12,w,2683.73,2683.73,2582.29,2582.29,2116.27,451.02,151.28,0,0,0,59222,0,0,0,143,0,,0,0,930,50,2100,0,2,0,car
8000,8000,8000,36 months,7.39,248.45,A,A4,Clerk,10+ years,RENT,62000,Not Verified,Fully Paid,120xx,NY,14.05,0,0,,105,7,1,5669,38,21,w,0,0,8355.756997,8355.76,8000,355.76,4119.89,0,0,0,20729,0,1,3,9,15060,44,0,0,3362,42,14900,0,3,0,debt_consolidation
6000,6000,6000,36 months,16.99,213.89,D,D1,PSO,6 years,RENT,40000,Not Verified,Current,591xx,MT,30.48,0,0,,,8,0,18394,99.4,12,f,4771.59,4771.59,1919.35,1919.35,1228.41,690.94,213.89,0,0,56,23286,0,1,2,10,4892,37,0,0,4506,74,18500,0,0,1,medical
12000,12000,12000,60 months,14.99,285.42,C,C4,Product Manager,1 year,RENT,115000,Source Verified,Current,320xx,FL,28.84,0,0,31,,11,0,7676,49.5,42,w,10257.24,10257.24,3415.05,3415.05,1742.76,1672.29,285.42,0,0,0,89813,5,2,2,3,82137,125,4,4,5112,111,15500,1,2,2,debt_consolidation
7000,7000,7000,36 months,7.21,216.82,A,A3,Charge Nurse,3 years,MORTGAGE,100000,Verified,Current,891xx,NV,12.44,0,0,61,,16,0,0,,51,w,6294.62,6294.62,843.46,843.46,705.38,138.08,216.82,0,0,0,291702,0,0,1,19,58114,57,0,0,0,57,0,0,3,1,credit_card
35000,35000,35000,36 months,13.99,1196.05,C,C3,Director,10+ years,MORTGAGE,77000,Verified,Current,760xx,TX,21.71,1,1,10,,20,0,25181,37.1,51,w,25808.53,25808.53,13129.35,13129.35,9191.47,3937.88,1196.05,0,0,0,260358,2,0,1,24,127395,117,2,4,9069,70,46100,0,1,1,debt_consolidation
5600,5600,5600,36 months,26.3,226.53,E,E5,Sous chef,2 years,RENT,26000,Source Verified,Current,327xx,FL,4.52,0,1,42,,3,0,3329,30.8,3,f,5057.76,5057.76,1124.47,1124.47,542.24,582.23,226.53,0,0,0,3329,1,0,0,,0,,1,1,2198,31,10800,0,0,3,debt_consolidation
14000,14000,14000,60 months,26.3,421.66,E,E5,Operating,< 1 year,RENT,42000,Source Verified,Current,917xx,CA,18.06,0,2,36,,6,0,5501,54.5,9,w,13525.37,13525.37,1645.73,1645.73,474.63,1171.1,421.66,0,0,2527,13014,2,0,0,55,7513,38,3,3,2658,44,10100,1,1,2,debt_consolidation
5000,5000,5000,36 months,8.99,158.98,B,B1,General Manager,1 year,MORTGAGE,48000,Source Verified,Current,341xx,FL,16.2,1,1,2,,17,0,4018,14,45,f,2942.49,2942.49,2538.69,2538.69,2057.51,481.18,158.98,0,0,0,430921,0,0,2,16,335371,61,1,3,3541,36,28600,1,3,1,home_improvement
13000,13000,13000,60 months,11.39,285.19,B,B3,Psychologist,6 years,ANY,135000,Not Verified,Current,809xx,CO,14.9,0,2,36,,25,0,36757,44.5,58,w,11133.3,11133.3,3128.86,3128.86,1866.7,1262.16,285.19,0,0,0,406993,4,1,3,6,72143,55,2,6,18935,48,82600,0,2,6,debt_consolidation
7400,7400,7400,36 months,11.39,243.64,B,B3,Corporate Recruiter,2 years,RENT,45000,Not Verified,Current,770xx,TX,11.49,0,1,65,,30,0,5481,22.2,46,f,5778.8,5778.8,2347.97,2347.97,1621.2,726.77,54.86,0,0,618,105235,2,1,3,12,99754,120,3,7,1574,97,24700,0,0,3,debt_consolidation
4000,4000,4000,36 months,7.39,124.23,A,A4,Logistics Coordinator,1 year,RENT,25000,Source Verified,Current,681xx,NE,20.55,0,0,,,6,0,2447,22,6,w,1887.11,1887.11,2489.53,2489.53,2112.89,376.64,124.23,0,0,0,18797,1,0,1,23,16350,75,2,3,1577,57,11100,1,0,0,credit_card
12950,12950,12950,60 months,14.08,301.87,C,C3,Ca2,1 year,MORTGAGE,42000,Not Verified,Current,208xx,MD,24.56,0,0,,,11,0,27168,73.2,37,w,12023.66,12023.66,1801.09,1801.09,926.34,874.75,301.87,0,0,0,224793,0,0,2,13,0,,0,2,12848,73,37100,0,7,0,debt_consolidation
7000,7000,7000,36 months,11.39,230.47,B,B3,Applicance Specialist,10+ years,RENT,52000,Source Verified,Current,891xx,NV,13.22,0,0,,,4,0,5854,83.6,6,f,5107.57,5107.57,2530.74,2530.74,1892.43,638.31,230.47,0,0,0,29002,1,1,1,4,23148,98,0,0,3959,95,7000,1,0,2,credit_card
5000,5000,5000,36 months,7.35,155.19,A,A4,14,10+ years,OWN,31987,Source Verified,Current,676xx,KS,22.29,0,0,73,,8,0,5471,26.7,28,w,4624.01,4624.01,463.53,463.53,375.99,87.54,155.19,0,0,0,25634,0,1,4,8,20163,79,0,1,1381,56,20500,2,15,1,debt_consolidation
15000,15000,15000,60 months,9.93,318.19,B,B2,Associate,3 years,MORTGAGE,102000,Not Verified,Fully Paid,324xx,FL,17.16,0,3,67,,9,0,7668,15.5,40,w,0,0,15669.05578,15669.06,15000,669.06,14412.85,0,0,0,254996,2,1,2,1,41320,34,1,4,7498,20,49400,2,5,7,debt_consolidation
24000,24000,24000,60 months,19.99,635.72,D,D4,"Associate Director, Network Contracting",5 years,OWN,104873,Not Verified,Current,234xx,VA,15.46,0,1,66,,16,0,23067,52.1,27,f,20314.53,20314.53,8873.43,8873.43,3685.47,5187.96,635.72,0,0,0,351102,3,0,1,21,30749,63,1,2,9951,55,44300,2,0,4,debt_consolidation
5000,5000,5000,36 months,5.32,150.58,A,A1,Research Health Science Specialist,7 years,RENT,23000,Not Verified,Current,940xx,CA,4.54,0,0,,,5,0,6148,24.1,11,w,1897.89,1897.89,3461.86,3461.86,3102.11,359.75,150.58,0,0,0,340036,1,0,0,39,333888,,1,1,2449,24,25500,0,0,0,debt_consolidation
25000,25000,25000,36 months,10.49,812.45,B,B2,owner,9 years,RENT,50000,Source Verified,Current,113xx,NY,18.56,0,0,63,,6,0,9556,23.9,8,w,19464.05,19464.05,7377.62,7377.62,5535.95,1841.67,812.45,0,0,0,17098,0,0,2,22,7542,39,0,0,4854,29,39900,0,0,0,credit_card
5000,5000,5000,36 months,17.27,178.94,D,D2,IT Manager,4 years,RENT,45000,Verified,Fully Paid,370xx,TN,22.99,0,2,49,57,23,1,4125,52.9,28,f,0,0,5837.594177,5837.59,5000,837.59,3691.58,0,0,0,136088,1,2,6,2,131963,116,1,3,766,112,7800,0,2,3,debt_consolidation
10400,10400,10400,36 months,11.47,342.81,B,B5,Benefit Specialist,3 years,MORTGAGE,49000,Not Verified,Current,840xx,UT,16.24,0,1,38,89,13,1,13064,55.4,21,w,5063.49,5063.49,6852.72,6852.72,5336.51,1516.21,342.81,0,0,0,299335,2,1,1,12,6526,74,4,6,2909,60,23600,1,1,2,credit_card
21400,21400,21400,36 months,7.24,663.13,A,A3,Business Operations,8 years,MORTGAGE,91280,Source Verified,Fully Paid,930xx,CA,17.01,0,0,,,12,0,5326,61.9,55,w,0,0,22678.12593,22678.13,21400,1278.13,16064.05,0,0,0,611480,2,1,2,5,101417,101,0,0,2724,96,8600,2,0,3,debt_consolidation
5400,5400,5400,36 months,10.42,175.31,B,B3,Medical Records Clerk,< 1 year,RENT,35000,Source Verified,Current,763xx,TX,25.62,1,1,20,,12,0,4357,45.4,29,w,4612.56,4612.56,1048.73,1048.73,787.44,261.29,175.31,0,0,1668,33149,0,0,0,26,28792,88,2,8,1412,78,9600,0,0,4,debt_consolidation
10000,10000,10000,60 months,10.42,214.55,B,B3,Sales Associate,9 years,RENT,42000,Not Verified,Current,916xx,CA,14.81,0,0,61,,8,0,8660,24.1,12,w,9350.23,9350.23,1066.96,1066.96,649.77,417.19,214.55,0,0,0,18005,1,0,0,36,9345,60,1,1,2101,35,36000,0,3,0,debt_consolidation
36000,36000,36000,36 months,13.59,1223.24,C,C2,Physical Therapist Assistant,10+ years,RENT,95000,Source Verified,Current,900xx,CA,15.34,0,0,,,6,0,16975,72.5,10,w,32682,32682,4865.78,4865.78,3318,1547.78,1223.24,0,0,0,40189,0,1,3,12,23214,69,0,2,8535,70,23400,0,0,0,debt_consolidation
15000,15000,15000,60 months,11.47,329.67,B,B5,night auditor,2 years,RENT,48000,Source Verified,Current,070xx,NJ,11.93,0,0,,,15,0,13958,65.8,20,w,11359.85,11359.85,5962.73,5962.73,3640.15,2322.58,329.67,0,0,0,28294,1,0,0,46,14336,85,1,2,4687,74,21200,0,0,0,credit_card
17600,17600,17600,36 months,15.59,615.21,C,C5,CAIP Event Capture Analyst,< 1 year,RENT,40000,Source Verified,Current,113xx,NY,8.09,0,0,,,6,0,7716,58.9,6,w,10299.09,10299.09,10428.08,10428.08,7300.91,3127.17,615.21,0,0,0,15154,0,0,1,21,7438,100,0,0,3993,74,13100,1,0,0,debt_consolidation
4000,4000,4000,36 months,13.49,135.73,C,C2,Dept Manager,10+ years,RENT,50000,Source Verified,Fully Paid,900xx,CA,13.49,1,2,23,,6,0,3288,17.9,23,w,0,0,4399.33678,4399.34,4000,399.34,3183.77,0,0,0,18587,1,2,2,3,15299,102,1,1,1370,56,18400,1,0,4,debt_consolidation
10000,10000,10000,36 months,11.49,329.72,B,B5,Vice President,10+ years,MORTGAGE,200000,Source Verified,Current,750xx,TX,9.53,0,1,,,12,0,25438,70.3,37,f,7039.68,7039.68,3950.26,3950.26,2960.32,989.94,329.72,0,0,144,330103,2,1,3,4,49938,87,0,2,19617,80,36200,1,6,4,home_improvement
8500,8500,8500,36 months,15.99,298.8,C,C5,Transportation manager,10+ years,MORTGAGE,82000,Source Verified,Current,207xx,MD,11.79,1,0,16,66,11,3,6399,49.6,14,w,6738.34,6738.34,2681.65,2681.65,1761.66,919.99,298.8,0,0,0,48247,3,2,2,7,41848,111,5,8,3025,95,12900,6,1,1,car
5000,5000,5000,36 months,15.59,174.78,C,C5,Cna,< 1 year,MORTGAGE,32000,Source Verified,Current,546xx,WI,16.09,3,2,5,,16,0,1895,9.2,26,w,2925.79,2925.79,2966.93,2966.93,2074.21,892.72,174.78,0,0,1171,122569,4,1,1,5,6760,64,3,5,598,28,20700,1,2,2,debt_consolidation
20000,20000,20000,36 months,13.49,678.61,C,C2,Project Manager,9 years,MORTGAGE,100000,Not Verified,Current,444xx,OH,28.25,0,0,,,13,0,64098,40.6,33,w,15713.72,15713.72,5735.28,5735.28,4286.28,1449,678.61,0,0,0,357327,2,2,4,5,75169,73,1,3,3979,56,93600,3,4,2,home_improvement
10000,10000,10000,36 months,11.47,329.62,B,B5,taxi driver,5 years,RENT,45000,Not Verified,Current,114xx,NY,3.97,0,1,,,8,0,7686,30.6,11,w,4868.84,4868.84,6579.66,6579.66,5131.16,1448.5,329.62,0,0,0,7686,0,0,0,64,0,,1,3,4411,31,25100,1,0,2,other
13500,13500,13500,36 months,28.69,563.46,F,F1,Dock Lead,2 years,RENT,30720,Verified,Current,770xx,TX,7.93,0,1,,,17,0,4684,33,25,f,11114.57,11114.57,5028.1,5028.1,2385.43,2642.67,563.46,0,0,0,93521,1,0,2,16,88837,117,1,5,1296,104,14200,0,6,1,moving
12000,12000,12000,36 months,17.99,433.77,D,D2,Clinical Laboratory Scientist,10+ years,MORTGAGE,84000,Source Verified,In Grace Period,863xx,AZ,27.44,0,1,66,,22,0,20665,55.4,38,w,9417.29,9417.29,3879.94,3879.94,2582.71,1297.23,433.77,0,0,100,236302,3,1,3,8,44461,75,4,7,4003,67,37300,1,0,4,debt_consolidation
35000,35000,35000,36 months,16.59,1240.72,D,D2,enginer,3 years,MORTGAGE,81000,Source Verified,Fully Paid,900xx,CA,9.5,0,1,,,6,0,13594,48.4,21,f,0,0,40198.51684,40198.52,35000,5136.48,26520.82,0,0,0,442096,0,0,0,41,23633,87,1,2,10078,67,28100,0,0,1,home_improvement
4000,4000,4000,36 months,18.06,144.74,D,D2,,,MORTGAGE,64000,Source Verified,Current,770xx,TX,3.86,0,1,32,101,8,1,4304,22.5,10,f,3742.54,3742.54,426.19,426.19,257.46,168.73,144.74,0,0,0,4304,2,0,1,13,0,,5,5,1782,23,19100,1,0,5,vacation
12000,12000,12000,36 months,7.39,372.67,A,A4,Financial Advisor,3 years,OWN,80000,Not Verified,Current,228xx,VA,15.85,0,0,40,,10,0,26621,27.2,35,w,5323.95,5323.95,7821.14,7821.14,6676.05,1145.09,372.67,0,0,321,34641,2,0,1,15,8020,67,2,2,4587,32,98000,0,0,0,debt_consolidation
14000,14000,14000,60 months,19.48,366.88,E,E2,Welder,3 years,MORTGAGE,83000,Source Verified,Current,826xx,WY,19.23,0,0,,,8,0,16945,57.2,20,w,10145.55,10145.55,8374.36,8374.36,3854.45,4519.91,333.3,0,0,0,267146,2,1,2,4,43572,84,0,0,4944,74,29600,2,2,3,debt_consolidation
40000,40000,40000,36 months,6.49,1225.78,A,A2,Registered nurse,3 years,MORTGAGE,120000,Source Verified,Current,148xx,NY,8.02,0,0,,,19,0,7587,15.1,48,w,18740.54,18740.54,24551.65,24551.65,21259.46,3292.19,1225.78,0,0,0,45118,1,3,6,8,37531,77,3,5,6834,46,50300,4,2,9,home_improvement
18000,18000,18000,36 months,5.32,542.07,A,A1,Senior software developer,< 1 year,OWN,121000,Not Verified,Current,782xx,TX,12,2,0,6,,14,0,14260,13.5,40,w,7849.63,7849.63,11378.15,11378.15,10150.37,1227.78,542.07,0,0,0,246845,0,0,1,21,13998,46,1,2,5780,21,105500,0,4,1,credit_card
20000,20000,20000,60 months,15.59,482.02,C,C5,Senior Officer Specialist,6 years,RENT,68000,Verified,Current,347xx,FL,23.76,0,0,64,,15,0,21090,76.7,24,w,15803.55,15803.55,8159.7,8159.7,4196.45,3963.25,482.02,0,0,0,44835,0,0,1,14,23745,51,0,3,5193,61,27500,0,0,2,debt_consolidation
10000,10000,10000,36 months,11.44,329.48,B,B4,Foreman,10+ years,RENT,40000,Not Verified,Current,680xx,NE,30.84,0,0,,,6,0,10011,80.1,12,w,7810.51,7810.51,2952.61,2952.61,2189.49,763.12,329.48,0,0,0,42980,0,0,1,17,32969,66,0,0,4877,69,12500,0,0,0,credit_card
2500,2500,2500,36 months,18.06,90.46,D,D2,Truck driver,9 years,MORTGAGE,75000,Not Verified,Current,150xx,PA,26.54,0,0,43,,13,0,22268,51.5,29,f,2339.1,2339.1,266.36,266.36,160.9,105.46,90.46,1,0,652,56915,0,0,2,13,34647,77,1,3,3159,65,43200,4,1,0,other
19000,19000,19000,36 months,8.59,600.58,A,A5,Production Manager,1 year,MORTGAGE,65000,Not Verified,Current,550xx,MN,15.49,1,0,17,,11,0,36660,41.5,31,f,10633.4,10633.4,10191.73,10191.73,8366.6,1825.13,600.58,0,0,0,157342,0,0,0,50,7176,38,1,3,5820,40,66500,0,1,0,major_purchase
6000,6000,6000,36 months,16.29,211.81,D,D1,"Medical Coder, QA",< 1 year,RENT,50000,Source Verified,Current,600xx,IL,47.48,0,0,70,,14,0,26734,66.3,32,w,3027.53,3027.53,4225.34,4225.34,2972.47,1252.87,211.81,0,0,0,49306,0,0,1,13,22572,41,0,0,10875,52,40300,1,0,1,other
37800,37800,37800,60 months,17.99,959.67,D,D2,Logistics management specialist,6 years,OWN,218000,Verified,Fully Paid,279xx,NC,30.18,0,1,,,9,0,64074,71.9,32,f,0,0,39717.68727,39717.69,37800,1917.69,37873.91,0,0,0,564221,1,4,7,4,293355,98,0,2,0,85,87000,2,6,10,debt_consolidation
15000,15000,15000,60 months,9.93,318.19,B,B2,Meat Supervisor,10+ years,MORTGAGE,110000,Not Verified,Current,331xx,FL,8.49,0,2,44,,24,0,9046,7.9,46,w,13607.35,13607.35,2206.64,2206.64,1392.65,813.99,318.19,0,0,76,287826,2,0,2,22,14217,52,5,12,3801,16,114300,4,0,5,home_improvement
35000,35000,34700,36 months,7.49,1088.56,A,A4,,,MORTGAGE,90000,Verified,Current,081xx,NJ,13.37,1,0,19,35,14,1,22316,43.1,49,f,26970.7,26739.52,9840.73,9756.38,8029.3,1811.43,1088.56,0,0,300,111977,1,0,1,15,3335,22,1,1,4003,38,51800,0,7,0,debt_consolidation
8000,8000,8000,36 months,16.99,285.19,D,D1,Administrative Assistant,1 year,RENT,40000,Source Verified,Current,977xx,OR,17.16,0,3,24,36,9,2,1540,11.2,22,w,5149.3,5149.3,4274.07,4274.07,2850.7,1423.37,285.19,0,0,1631,34044,2,1,1,12,32504,,5,6,1525,11,13800,1,0,7,debt_consolidation
24000,24000,24000,36 months,5.32,722.76,A,A1,Recruiting Manager,10+ years,MORTGAGE,225000,Verified,Current,110xx,NY,27.41,2,1,10,,13,0,126717,64,20,w,11139.55,11139.55,14448.11,14448.11,12860.45,1587.66,722.76,0,0,0,458736,1,1,2,5,61244,75,0,0,51120,64,196540,0,1,1,credit_card
16000,16000,16000,36 months,5.32,481.84,A,A1,Owner,8 years,MORTGAGE,150000,Not Verified,Current,925xx,CA,4.34,0,1,,,7,0,1701,4.7,15,w,14761.81,14761.81,1436.06,1436.06,1238.19,197.87,481.84,0,0,0,150179,1,0,0,31,6785,24,1,2,1203,13,35900,0,1,2,home_improvement
12000,12000,12000,60 months,18.99,311.23,D,D3,Director of Digital Solutions,< 1 year,MORTGAGE,114000,Source Verified,Current,553xx,MN,12.66,13,0,5,103,22,1,3523,75,25,w,10410.39,10410.39,3722.1,3722.1,1589.61,2132.49,311.23,0,0,0,261713,0,0,0,45,88945,101,1,1,1271,100,4700,0,0,0,other
16000,16000,16000,60 months,15.05,381.06,C,C4,Body Shop Administrator,2 years,MORTGAGE,35000,Verified,Current,236xx,VA,26.44,0,0,,,19,0,13916,17.4,28,w,15264.74,15264.74,1497.48,1497.48,735.26,762.22,381.06,0,0,0,46427,4,1,7,5,31015,95,5,19,1214,40,79900,6,11,12,debt_consolidation
23100,23100,23100,36 months,12.99,778.22,C,C2,,,MORTGAGE,55000,Verified,Current,114xx,NY,26.69,2,0,2,,22,0,8374,21.6,43,w,10741.26,10741.26,16325.95,16325.95,12358.74,3967.21,778.22,0,0,0,23517,2,0,2,17,15143,66,2,5,660,38,38800,1,1,0,debt_consolidation
20000,20000,20000,60 months,12.79,452.92,C,C1,Innovation Specialist,6 years,RENT,130000,Source Verified,Current,604xx,IL,9.82,0,1,69,68,16,1,18117,64.7,29,w,16400.7,16400.7,6305.35,6305.35,3599.3,2706.05,452.92,0,0,0,76175,0,0,0,65,58058,112,1,2,9069,95,28000,1,1,5,debt_consolidation
4200,4200,4200,36 months,11.99,139.49,B,B5,Senior Mutual Fund Rep,10+ years,RENT,38272,Source Verified,Current,641xx,MO,12.54,0,1,,,8,0,4700,27.2,17,f,3804.01,3804.01,555.16,555.16,395.99,159.17,139.49,0,0,264,14017,1,1,5,3,9317,97,2,4,3661,52,17300,3,3,3,other
20000,20000,20000,36 months,10.75,652.41,B,B4,Designer,10+ years,MORTGAGE,70000,Not Verified,Current,210xx,MD,8.61,0,0,,80,4,1,9808,79.7,10,w,9792.35,9792.35,12771.9,12771.9,10207.65,2564.25,652.41,0,0,0,16668,1,0,0,29,6860,69,0,0,4394,75,12300,0,0,3,home_improvement
30000,30000,30000,36 months,6.99,926.18,A,A2,Physician,10+ years,MORTGAGE,240000,Not Verified,Current,190xx,PA,7.35,0,0,,,11,0,45661,32.1,21,w,23077.39,23077.39,8323.97,8323.97,6922.61,1401.36,926.18,0,0,0,120993,0,0,0,26,7872,33,0,1,14142,32,159100,0,0,0,credit_card
30000,30000,30000,60 months,13.99,697.9,C,C3,surgical technologist,10+ years,MORTGAGE,65000,Source Verified,Current,463xx,IN,12.8,0,0,,,13,0,11764,61.6,28,w,23915.01,23915.01,11143.08,11143.08,6084.99,5058.09,697.9,0,0,0,269065,1,1,1,7,23743,76,1,1,3185,70,19100,0,0,2,debt_consolidation
30000,30000,29725,36 months,28.69,1252.12,F,F1,Paralegal,10+ years,MORTGAGE,65000,Verified,Current,913xx,CA,20.63,0,0,26,,17,0,30910,65.6,30,f,25345.33,25113,9965.62,9874.27,4654.67,5310.95,1252.12,0,0,0,38378,0,2,2,7,7468,93,2,6,8308,70,47100,0,2,0,debt_consolidation
5000,5000,5000,36 months,17.99,180.74,D,D2,Superintendent of landfill,7 years,OWN,31852,Verified,Current,756xx,TX,21.4,0,0,,,5,0,4322,52.7,7,w,3235.44,3235.44,2701.11,2701.11,1764.56,936.55,180.74,0,0,65,31728,2,1,1,1,27406,100,2,4,2221,89,8200,0,0,2,debt_consolidation
6000,6000,6000,36 months,10.42,194.79,B,B3,Lab tech,3 years,MORTGAGE,30873,Not Verified,Current,365xx,AL,16.37,0,0,,,8,0,6073,55.2,14,w,5274.05,5274.05,967,967,725.95,241.05,194.79,0,0,183,17700,0,2,3,9,11627,84,0,0,2447,71,11000,0,0,0,debt_consolidation
12600,12600,12600,60 months,20.5,337.34,E,E4,Administrative Assistant,10+ years,OWN,63000,Verified,Current,346xx,FL,31.39,0,0,25,,4,0,46445,100.1,10,w,9195.39,9195.39,7730.12,7730.12,3404.61,4325.51,337.34,0,0,0,46445,0,0,0,,0,,0,0,25256,100,46400,0,0,0,debt_consolidation
7800,7800,7800,36 months,9.16,248.62,B,B2,Police Officer,3 years,MORTGAGE,93570,Source Verified,Fully Paid,925xx,CA,14.31,1,0,14,,6,0,14945,92.8,22,w,0,0,8552.947496,8552.95,7800,752.95,3827.62,0,0,0,331311,0,1,1,7,55791,88,1,2,7326,89,16100,1,4,0,debt_consolidation
20000,20000,20000,36 months,18.06,723.66,D,D2,Database Administrator,4 years,RENT,120000,Source Verified,Current,495xx,MI,4.86,0,0,,,6,0,2899,10,8,w,8899.09,8899.09,12443.04,12443.04,11100.91,1342.13,723.66,0,0,117,22702,0,1,1,7,19803,94,2,2,2598,45,29000,0,2,1,debt_consolidation
35000,35000,35000,60 months,14.46,822.76,C,C4,Region manager,10+ years,MORTGAGE,125000,Source Verified,Fully Paid,974xx,OR,22.94,0,2,73,,21,0,71331,47.4,43,w,0,0,41947.79624,41947.8,35000,6947.8,27989,0,0,1742,345536,1,1,1,7,66000,69,3,6,13488,58,104000,0,4,4,debt_consolidation
28000,28000,27750,36 months,8.24,880.53,B,B1,Key Acct. Mgr,2 years,MORTGAGE,75000,Not Verified,Fully Paid,023xx,MA,19.12,2,1,19,,16,0,9542,29.2,33,f,0,0,29232.65543,28971.65,28000,1232.66,23962.3,0,0,0,307569,1,1,2,1,30020,99,0,0,3591,63,32700,6,0,9,debt_consolidation
10925,10925,10925,36 months,13.67,371.65,C,C3,General Sales Manager,1 year,MORTGAGE,190000,Source Verified,Current,118xx,NY,6.47,2,0,17,67,9,3,11395,67.9,23,w,5097.59,5097.59,7796.35,7796.35,5827.41,1968.94,371.65,0,0,0,30211,1,1,2,11,18816,74,1,1,3388,72,15300,0,0,0,debt_consolidation
25000,25000,25000,36 months,11.49,824.29,B,B5,Practice Manager,2 years,OWN,106000,Not Verified,Fully Paid,775xx,TX,12.62,0,0,,,8,0,28419,46.1,18,w,0,0,25017.95146,25017.95,25000,17.95,25033.91,0,0,0,156163,1,1,2,8,19838,68,0,1,21595,53,61600,1,3,3,credit_card
3200,3200,3200,36 months,10.99,104.75,B,B4,Computer Technician,10+ years,MORTGAGE,40000,Source Verified,Fully Paid,361xx,AL,25.65,0,0,,,27,0,9586,33.3,30,f,0,0,3340.189226,3340.19,3200,140.19,2923.14,0,0,0,231560,0,0,3,14,89130,104,0,1,5125,86,28800,0,0,0,debt_consolidation
1500,1500,1500,36 months,8.24,47.18,B,B1,Head Housekeeper,10+ years,OWN,30000,Not Verified,Current,456xx,OH,5.8,0,0,47,64,8,2,1263,16,11,w,1197.77,1197.77,376.75,376.75,302.23,74.52,47.18,0,0,0,1263,0,0,0,,0,,0,2,329,16,7900,0,0,0,debt_consolidation
